Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests
202553299,Weston,Piper,Ruiz,Male,2001-05-05,United States,United States,(746) 878-9762,weston.ruiz92@gmail.com,4849 Pine Drive,Atlanta,GA,81219,New York University,2.59,2.47; 2.75,15,113,6,"PSY101, DS401, BIO202, MATH101, DATA201, MATH101",19,"PyTorch, Pandas, Cybersecurity, Java, Git, C++, Machine Learning","Problem-solving, Time Management, Critical Thinking, Leadership, Teamwork, Communication",None,"ML Engineer, AI Researcher","Sports, Music, Reading, Cooking",Reading/Writing,One-on-one,Evening,"Computer Vision, Cybersecurity, Data Science, AI, None"
202376993,Adrian,Clara,Johnson,Male,2003-11-15,United States,United States,(602) 311-1183,adrian.johnson8@gmail.com,"5169 Oak Road, Apt 50",Los Angeles,MA,53897,Northwestern University,3.75,3.33; 3.8; 3.74; 3.76; 2.44,73,41,3,"AI501, DATA201, CYBER301",10,"C++, Git, Python, Docker, Deep Learning, AWS","Teamwork, Problem-solving, Communication, Time Management, Critical Thinking","Cybersecurity, Artificial Intelligence, NLP","ML Engineer, AI Researcher, Data Scientist","Reading, Hiking, Gaming, Cooking",Reading/Writing,Small group,Evening,"NLP, None"
202401853,Jack,Abigail,Parker,Male,2004-03-08,United States,United States,(963) 649-6644,jack.parker56@gmail.com,"9886 Park Avenue, Apt 172",Atlanta,FL,30303,University of Wisconsin--Madison,2.84,2.64; 2.6; 3.1; 3.24,71,45,6,"PSY101, ECON101, DATA201, CS101, AI501, PHYS101",21,"Cybersecurity, Machine Learning, TensorFlow, PyTorch, C++, Deep Learning, Pandas","Critical Thinking, Problem-solving, Time Management, Communication, Teamwork","Machine Learning, Cybersecurity, Data Science","AI Researcher, Software Engineer, Cybersecurity Analyst, ML Engineer","Hiking, Sports, Music, Gaming",Reading/Writing,Online,Late night,"AI, Machine Learning"
202516558,Maria,James,Parker,Female,2004-03-13,United States,United States,(316) 573-8510,maria.parker64@gmail.com,9768 Elm Road,Austin,TX,50811,Yale University,2.9,2.97; 3.2; 3.17; 3.54; 3.0,32,81,5,"ECON101, PSY101, CYBER301, EE301, CS201",18,"Deep Learning, Java, TensorFlow, SQL, PyTorch, Pandas, R, AWS","Teamwork, Communication, Critical Thinking, Time Management, Leadership, Problem-solving","Artificial Intelligence, Computer Vision","Software Engineer, Data Scientist, Cybersecurity Analyst","Photography, Reading, Sports, Gaming",Kinesthetic,Small group,Afternoon,"Machine Learning, Data Science"
202053290,Sophie,Caroline,Morales,Female,2001-08-30,United States,United States,(256) 924-7815,sophie.morales97@gmail.com,"5434 Park Avenue, Apt 31",Boston,WA,98967,University of Pennsylvania,2.68,2.87; 3.65; 3.24; 2.94; 3.62,71,59,5,"EE301, AI501, ML502, EE301, PSY101",19,"AWS, Docker, JavaScript, Pandas, Python, C++, Git","Teamwork, Communication, Problem-solving, Time Management",Machine Learning,"AI Researcher, Software Engineer, ML Engineer, Data Scientist","Gaming, Cooking, Photography, Music, Reading",Auditory,Small group,Late night,"AI, None"
202310413,Athena,Stella,Collins,Female,2005-03-12,United States,United States,(895) 372-8887,athena.collins69@gmail.com,"5011 Main Boulevard, Apt 127",Atlanta,NY,64455,California Institute of Technology,3.77,3.86,86,30,4,"EE301, PHYS101, CS201, MATH101",14,"PyTorch, Machine Learning, SQL, JavaScript, Docker, AWS, TensorFlow","Leadership, Communication, Critical Thinking, Problem-solving, Time Management, Teamwork","Artificial Intelligence, NLP","AI Researcher, Software Engineer, ML Engineer, Data Scientist","Reading, Hiking, Cooking, Sports, Photography, Music",Reading/Writing,One-on-one,Late night,Cybersecurity
202376109,Madelyn,Samantha,Bailey,Female,2004-10-17,United States,United States,(853) 847-5060,madelyn.bailey28@gmail.com,3228 Elm Street,Chicago,MA,55206,University of California--Los Angeles,2.94,3.02; 3.15; 2.29; 3.69,31,99,6,"BIO202, BIO202, PHYS101, EE301, CYBER301, ML502",21,"Docker, Machine Learning, AWS, JavaScript, R, Deep Learning","Communication, Critical Thinking, Teamwork, Time Management, Leadership","NLP, Computer Vision, Artificial Intelligence","ML Engineer, Data Scientist","Hiking, Photography, Reading",Visual,Online,Late night,"Computer Vision, Cybersecurity, Data Science, None"
202222567,Logan,Xavier,Carter,Male,2003-10-06,United States,United States,(642) 752-2462,logan.carter87@gmail.com,8594 Lake Drive,Atlanta,TX,33719,University of Chicago,3.06,3.86; 3.77; 3.16,135,0,6,"MATH101, PHYS101, PHYS101, CS201, MATH101, PSY101",21,"Pandas, PyTorch, SQL","Leadership, Problem-solving, Critical Thinking, Teamwork, Communication, Time Management","None, Cybersecurity","Software Engineer, Data Scientist, ML Engineer, Cybersecurity Analyst","Photography, Reading, Gaming, Cooking, Sports, Music",Reading/Writing,Small group,Morning,"Cybersecurity, Computer Vision, AI, None, Data Science"
202117647,Colton,Ava,Sanders,Male,2004-07-30,United States,United States,(762) 937-5874,colton.sanders96@gmail.com,1797 Oak Lane,Chicago,CA,33742,University of Illinois Urbana-Champaign,3.4,None,97,33,4,"PSY101, ML502, CS201, CYBER301",13,"R, Pandas, Deep Learning, TensorFlow","Leadership, Teamwork, Time Management, Critical Thinking, Communication, Problem-solving",Data Science,"ML Engineer, Software Engineer","Music, Hiking",Kinesthetic,One-on-one,Evening,"Machine Learning, None, Cybersecurity, NLP"
202194812,Rylee,Noah,Patel,Female,2003-07-16,United States,United States,(432) 939-5639,rylee.patel96@gmail.com,"7179 Main Boulevard, Apt 84",Atlanta,NY,52059,Cornell University,2.74,None,108,7,3,"ECON101, ML502, MATH101",10,"Git, Docker, Java, AWS, SQL, PyTorch, Cybersecurity, Machine Learning, R","Leadership, Critical Thinking, Problem-solving, Time Management, Teamwork, Communication","Data Science, NLP, None","AI Researcher, Software Engineer, Cybersecurity Analyst, ML Engineer","Hiking, Photography, Sports, Music, Cooking, Gaming",Reading/Writing,One-on-one,Afternoon,"NLP, Data Science, AI"
202037539,Luna,Matthew,Scott,Female,2003-10-27,United States,United States,(226) 945-8452,luna.scott41@gmail.com,7877 Sunset Road,New York,WA,60007,Stanford University,2.6,2.6; 2.91; 3.07; 2.38; 3.27,33,97,5,"BIO202, PSY101, CS101, AI501, PHYS101",18,"Docker, Pandas, Machine Learning","Communication, Leadership, Time Management, Teamwork, Problem-solving, Critical Thinking","Data Science, None, NLP","ML Engineer, Software Engineer, AI Researcher","Gaming, Reading, Hiking, Music, Cooking, Photography",Kinesthetic,Small group,Late night,"Machine Learning, Data Science"
202426967,Axel,Paisley,Gonzalez,Male,2004-07-21,United States,United States,(271) 770-7976,axel.gonzalez60@gmail.com,"5681 Hill Way, Apt 185",Seattle,GA,31252,Duke University,3.09,2.98; 3.1; 3.31; 3.01,80,33,5,"CS201, DS401, PHYS101, PHYS101, BIO202",18,"Docker, Java, Pandas, Git, SQL, Deep Learning, AWS, TensorFlow","Problem-solving, Teamwork, Communication, Critical Thinking, Time Management",Computer Vision,"Cybersecurity Analyst, Data Scientist","Gaming, Cooking, Reading",Auditory,Online,Morning,Machine Learning
202334758,Brooklyn,Maverick,Myers,Female,2005-11-13,United States,United States,(200) 551-4596,brooklyn.myers2@gmail.com,"8128 Cedar Lane, Apt 186",Denver,GA,55200,Stanford University,2.41,2.75; 2.89; 2.78,132,0,4,"DATA201, DS401, PSY101, PHYS101",14,"Cybersecurity, PyTorch, JavaScript, Machine Learning, Git, Python, Java","Problem-solving, Critical Thinking, Teamwork, Leadership, Time Management",,"Cybersecurity Analyst, Software Engineer","Gaming, Hiking, Photography",Kinesthetic,Alone,Afternoon,"AI, Cybersecurity, Machine Learning, Data Science"
202372259,Addison,Jace,Edwards,Female,2005-06-07,United States,United States,(826) 522-8931,addison.edwards79@gmail.com,7248 Cedar Lane,Atlanta,NY,84847,Georgia Institute of Technology,3.94,2.66; 3.01; 3.69,55,70,6,"ML502, PSY101, ECON101, PHYS101, CYBER301, CS201",21,"Git, JavaScript, Deep Learning, Docker, Java, PyTorch, Machine Learning, R","Problem-solving, Teamwork, Critical Thinking",,"AI Researcher, Software Engineer, ML Engineer, Cybersecurity Analyst","Reading, Gaming, Music, Cooking, Photography",Auditory,One-on-one,Afternoon,"Machine Learning, NLP, AI"
202385002,Genesis,Axel,Nelson,Female,2003-11-27,United States,United States,(893) 786-7244,genesis.nelson69@gmail.com,"5255 Maple Road, Apt 42",Chicago,MA,45669,Duke University,3.39,2.69; 2.41; 3.24,129,1,4,"PHYS101, BIO202, MATH101, ECON101",13,"PyTorch, R, Python, Git, Pandas, Machine Learning","Teamwork, Problem-solving, Communication","Computer Vision, Data Science","Software Engineer, ML Engineer, Data Scientist","Gaming, Sports",Kinesthetic,One-on-one,Morning,"Computer Vision, AI, None, Data Science, Machine Learning"
202402028,Carter,Abigail,Mendoza,Male,2006-06-04,United States,United States,(402) 885-1108,carter.mendoza89@gmail.com,7965 Pine Drive,Denver,CA,15262,University of Wisconsin--Madison,3.21,3.47; 3.71,23,87,6,"EE301, MATH101, BIO202, BIO202, CYBER301, ML502",20,"Machine Learning, TensorFlow, Java, Git, R, Cybersecurity, Pandas, Python","Communication, Problem-solving, Leadership",,"Data Scientist, AI Researcher, ML Engineer","Reading, Cooking",Auditory,One-on-one,Late night,Data Science
202220927,Mason,Oliver,Miller,Male,2004-12-10,United States,United States,(378) 860-2372,mason.miller23@gmail.com,5467 Maple Street,Atlanta,GA,79336,University of Illinois Urbana-Champaign,3.28,None,98,17,5,"EE301, DATA201, MATH101, PSY101, EE301",17,"SQL, JavaScript, Machine Learning, Python, C++, R, AWS, Deep Learning","Critical Thinking, Teamwork, Leadership, Problem-solving",,"Data Scientist, ML Engineer","Music, Hiking, Cooking, Reading, Gaming",Reading/Writing,One-on-one,Evening,"Computer Vision, Machine Learning, AI, NLP"
202418098,James,Sarah,Cruz,Male,2001-02-24,United States,United States,(285) 409-7417,james.cruz28@gmail.com,"9249 Park Boulevard, Apt 98",Atlanta,MA,54504,Georgia Institute of Technology,2.65,2.58,63,54,5,"CS101, ECON101, CYBER301, PSY101, EE301",15,"Pandas, R, Python, Git, Machine Learning, Deep Learning","Leadership, Critical Thinking, Communication",,Cybersecurity Analyst,"Photography, Hiking, Music",Kinesthetic,One-on-one,Late night,"Data Science, Machine Learning"
202596175,Lyla,Roman,Johnson,Female,2004-01-01,United States,United States,(442) 819-5333,lyla.johnson2@gmail.com,2158 Sunset Way,Austin,FL,34451,Duke University,3.87,3.78; 3.22; 3.89,130,0,6,"DS401, MATH101, PHYS101, PSY101, ML502, CYBER301",20,"Machine Learning, Cybersecurity, TensorFlow, Git, R, Pandas, Docker","Critical Thinking, Problem-solving, Communication, Time Management, Leadership","NLP, Computer Vision, Artificial Intelligence, Data Science",Data Scientist,"Gaming, Photography",Auditory,One-on-one,Evening,"Computer Vision, Machine Learning"
202528128,Luca,Stella,Nguyen,Male,2003-04-16,United States,United States,(702) 857-3992,luca.nguyen4@gmail.com,3664 Pine Street,Houston,CA,18034,Purdue University,3.4,3.46; 2.33,99,23,3,"BIO202, MATH101, MATH101",10,"Python, Machine Learning, Docker, R","Teamwork, Critical Thinking, Leadership, Problem-solving","Data Science, Computer Vision","Software Engineer, Cybersecurity Analyst","Music, Hiking",Auditory,Small group,Morning,"Machine Learning, NLP, Data Science"
202271333,Willow,Waylon,Murphy,Female,2001-01-29,United States,United States,(762) 761-2452,willow.murphy30@gmail.com,"5843 Cedar Road, Apt 158",Chicago,GA,64217,Duke University,2.7,None,140,0,4,"PHYS101, DATA201, BIO202, CS101",15,"Java, SQL, C++, Python, JavaScript, Docker, R","Time Management, Communication, Teamwork, Leadership, Problem-solving, Critical Thinking","Artificial Intelligence, None","ML Engineer, Cybersecurity Analyst","Sports, Gaming, Cooking, Photography, Reading, Music",Reading/Writing,Alone,Evening,"NLP, Cybersecurity"
202250575,Leonardo,Quinn,Watson,Male,2006-09-06,United States,United States,(828) 575-1669,leonardo.watson93@gmail.com,6110 Sunset Drive,Chicago,WA,29473,Carnegie Mellon University,2.42,2.1; 3.65; 3.28; 2.81; 3.87; 3.78,107,5,5,"PSY101, PSY101, CS201, DATA201, PHYS101",16,"AWS, Machine Learning, Cybersecurity, Deep Learning, Pandas, SQL, C++, JavaScript","Time Management, Communication, Teamwork, Problem-solving, Critical Thinking","Computer Vision, None, Artificial Intelligence","ML Engineer, Software Engineer, Cybersecurity Analyst, Data Scientist","Gaming, Hiking, Music, Photography, Reading",Kinesthetic,One-on-one,Late night,"Data Science, Cybersecurity"
202234576,Elena,Logan,Campbell,Female,2006-07-05,United States,United States,(522) 431-7577,elena.campbell8@gmail.com,"7483 Pine Way, Apt 59",Seattle,NY,72884,University of Illinois Urbana-Champaign,2.52,3.9; 3.1,131,0,4,"AI501, EE301, PSY101, AI501",15,"Pandas, AWS, SQL, Machine Learning, Docker, Python","Critical Thinking, Problem-solving, Communication, Teamwork, Time Management, Leadership","Artificial Intelligence, Machine Learning, Computer Vision","Software Engineer, ML Engineer, AI Researcher, Data Scientist","Reading, Photography",Reading/Writing,One-on-one,Morning,"None, Machine Learning"
202445113,Carter,Skylar,Long,Male,2005-06-14,United States,United States,(984) 835-2349,carter.long32@gmail.com,9326 Hill Way,New York,NY,47307,New York University,3.19,3.27; 2.62; 3.37; 3.66,82,30,3,"MATH101, DATA201, DATA201",10,"AWS, C++, Machine Learning, Pandas, Java, Docker, Deep Learning, R, Git","Critical Thinking, Teamwork, Problem-solving, Leadership","Computer Vision, Machine Learning, NLP","Cybersecurity Analyst, AI Researcher, Data Scientist, ML Engineer","Hiking, Sports, Cooking, Photography, Music",Reading/Writing,Small group,Late night,"Data Science, Computer Vision, NLP, Cybersecurity, Machine Learning"
202418317,Elizabeth,Elise,Hernandez,Female,2006-11-07,United States,United States,(515) 248-8915,elizabeth.hernandez89@gmail.com,7987 Pine Road,Atlanta,GA,12370,University of Wisconsin--Madison,3.88,2.44,131,0,6,"CS101, CS201, BIO202, AI501, ML502, MATH101",20,"C++, Python, Pandas, PyTorch, Cybersecurity, AWS","Critical Thinking, Teamwork, Problem-solving, Leadership","Cybersecurity, NLP, Computer Vision, Data Science","AI Researcher, Software Engineer","Photography, Gaming, Sports",Kinesthetic,Alone,Afternoon,"Computer Vision, AI"
202062866,Serenity,Sophie,Hernandez,Female,2002-11-25,United States,United States,(397) 457-2226,serenity.hernandez47@gmail.com,"1440 Maple Lane, Apt 38",Boston,WA,99805,Johns Hopkins University,3.67,2.44; 2.44,52,69,3,"CS201, DS401, DS401",10,"SQL, Machine Learning, TensorFlow, PyTorch, C++, AWS, JavaScript","Time Management, Communication, Leadership, Critical Thinking, Teamwork","None, Machine Learning","Software Engineer, Cybersecurity Analyst, ML Engineer, Data Scientist","Hiking, Photography, Reading, Sports, Music",Reading/Writing,Online,Evening,"Machine Learning, Data Science"
202025202,Wesley,Autumn,Garcia,Male,2002-06-24,United States,United States,(296) 363-8731,wesley.garcia16@gmail.com,"5219 Pine Avenue, Apt 59",Los Angeles,GA,95737,Duke University,3.08,3.96; 2.3; 3.38; 2.16; 3.35,132,0,3,"AI501, AI501, PHYS101",11,"C++, Deep Learning, Python, TensorFlow, PyTorch, AWS","Teamwork, Leadership, Problem-solving, Critical Thinking, Time Management",Artificial Intelligence,"Data Scientist, Software Engineer, Cybersecurity Analyst","Photography, Cooking, Music, Reading, Gaming, Sports",Auditory,One-on-one,Late night,Cybersecurity
202430805,Lily,Abigail,Bailey,Female,2005-06-21,United States,United States,(439) 559-5733,lily.bailey25@gmail.com,"4567 Sunset Drive, Apt 171",New York,MA,52468,Carnegie Mellon University,2.94,2.01; 3.5; 3.86,55,71,5,"DS401, MATH101, MATH101, CS201, CYBER301",16,"JavaScript, Cybersecurity, Java","Critical Thinking, Leadership, Problem-solving",,"AI Researcher, ML Engineer, Data Scientist, Cybersecurity Analyst","Photography, Gaming, Cooking, Reading, Hiking, Sports",Visual,Alone,Afternoon,Computer Vision
202225319,Joseph,Penelope,Ramos,Male,2002-04-19,United States,United States,(555) 700-5600,joseph.ramos5@gmail.com,6729 Oak Lane,Chicago,GA,62265,University of Washington,3.05,2.86; 2.57; 2.01; 2.42; 2.06; 3.51,138,0,6,"BIO202, BIO202, ML502, MATH101, CS101, BIO202",21,"AWS, Cybersecurity, PyTorch, R, Java, Docker, SQL, Deep Learning, C++","Teamwork, Leadership, Time Management, Problem-solving, Critical Thinking",None,"AI Researcher, Data Scientist, Cybersecurity Analyst","Music, Gaming, Hiking",Visual,Online,Morning,"Data Science, NLP, Computer Vision, AI"
202112822,Lyla,Rylee,Clark,Female,2001-12-21,United States,United States,(319) 485-9611,lyla.clark78@gmail.com,967 Main Boulevard,New York,WA,88143,Carnegie Mellon University,3.37,3.53; 2.06; 3.56; 2.25; 2.01; 2.53,124,2,6,"AI501, MATH101, AI501, DS401, BIO202, DATA201",18,"Java, PyTorch, Git, AWS","Teamwork, Time Management, Communication, Leadership, Critical Thinking","Computer Vision, NLP, Machine Learning, Data Science","Cybersecurity Analyst, Software Engineer, AI Researcher","Hiking, Reading, Photography, Music, Cooking",Auditory,Small group,Afternoon,"Computer Vision, Machine Learning"
202510549,Mason,Roman,Mitchell,Male,2006-02-21,United States,United States,(945) 989-8621,mason.mitchell70@gmail.com,5290 Maple Drive,Austin,CA,53672,University of Pennsylvania,3.34,3.28; 2.06; 2.13; 3.09; 3.83; 3.68,128,0,3,"CS101, ECON101, CS201",12,"AWS, Docker, Java, JavaScript, Python, Cybersecurity, SQL, Pandas, TensorFlow","Leadership, Teamwork, Time Management, Critical Thinking, Communication, Problem-solving",Computer Vision,"Cybersecurity Analyst, ML Engineer, Data Scientist","Sports, Cooking, Hiking, Gaming, Music",Reading/Writing,Alone,Late night,NLP
202072121,Leah,Oliver,Smith,Female,2006-11-17,United States,United States,(482) 264-8233,leah.smith67@gmail.com,"1359 Elm Drive, Apt 15",Houston,CA,21575,University of Pennsylvania,2.9,2.14,16,94,5,"CS201, ML502, BIO202, PSY101, CYBER301",19,"JavaScript, Deep Learning, Machine Learning, Docker, Git","Teamwork, Time Management, Leadership",None,"Cybersecurity Analyst, Software Engineer, AI Researcher","Cooking, Sports, Gaming, Hiking, Reading",Kinesthetic,Online,Afternoon,"AI, Cybersecurity, Machine Learning, Computer Vision"
202350021,Julian,Sarah,Mendoza,Male,2001-01-30,United States,United States,(345) 798-4639,julian.mendoza95@gmail.com,"1229 Hill Avenue, Apt 147",Atlanta,NY,76708,University of Illinois Urbana-Champaign,3.54,3.43,86,33,5,"EE301, CS201, MATH101, MATH101, AI501",17,"Cybersecurity, Deep Learning, PyTorch, AWS, C++, Java, Python, Git","Time Management, Problem-solving, Communication, Teamwork",,Software Engineer,"Gaming, Sports, Cooking, Reading, Music",Auditory,Small group,Evening,"AI, Computer Vision, Cybersecurity, NLP"
202278761,Julian,Nova,Jackson,Male,2004-02-18,United States,United States,(977) 892-4892,julian.jackson99@gmail.com,"3531 Main Avenue, Apt 87",Atlanta,WA,52713,Yale University,3.83,3.19,71,58,6,"ML502, CYBER301, ECON101, CS201, CS101, PSY101",20,"JavaScript, Machine Learning, TensorFlow, R, Deep Learning","Problem-solving, Time Management, Teamwork, Leadership, Critical Thinking",,"Software Engineer, Data Scientist, Cybersecurity Analyst, AI Researcher","Cooking, Photography, Hiking, Gaming, Music, Reading",Reading/Writing,Small group,Morning,Cybersecurity
202358696,Jaxon,Layla,Sanchez,Male,2004-03-04,United States,United States,(529) 728-8486,jaxon.sanchez66@gmail.com,"8985 Oak Street, Apt 137",Boston,GA,79982,University of California--Los Angeles,3.29,None,106,8,3,"MATH101, BIO202, PSY101",9,"R, Deep Learning, Docker, JavaScript","Leadership, Teamwork, Critical Thinking",None,Data Scientist,"Photography, Gaming, Sports, Cooking, Reading",Kinesthetic,Small group,Afternoon,"None, AI, Computer Vision"
202370113,Aurora,Maria,Mendoza,Female,2005-01-19,United States,United States,(374) 900-6185,aurora.mendoza4@gmail.com,1096 Sunset Street,Houston,GA,19052,University of California--Los Angeles,3.35,2.71; 3.84; 2.14,48,64,5,"ECON101, CYBER301, CS201, CS101, CS101",16,"TensorFlow, Machine Learning, Java","Problem-solving, Time Management, Critical Thinking, Communication, Leadership, Teamwork","Data Science, NLP",Software Engineer,"Gaming, Photography, Sports, Reading, Music",Reading/Writing,Online,Evening,"AI, Data Science, Cybersecurity, None, NLP"
202452813,John,Leah,Lewis,Male,2001-03-12,United States,United States,(359) 899-5769,john.lewis88@gmail.com,"5149 Elm Boulevard, Apt 5",New York,IL,66776,University of California--Berkeley,2.39,2.99; 2.76,97,17,6,"CS101, ECON101, DATA201, ECON101, CS201, DATA201",19,"SQL, R, Java, Git, TensorFlow","Teamwork, Leadership, Problem-solving, Critical Thinking, Communication, Time Management",,"ML Engineer, Cybersecurity Analyst, AI Researcher","Gaming, Reading, Sports, Hiking",Auditory,Online,Evening,"NLP, Machine Learning"
202013995,Everett,John,Mendoza,Male,2005-04-06,United States,United States,(528) 419-9359,everett.mendoza37@gmail.com,"5873 Elm Road, Apt 152",Atlanta,CA,63769,Purdue University,2.53,3.34; 3.6; 3.47; 2.99,100,26,6,"AI501, EE301, CS201, PSY101, BIO202, CYBER301",19,"Machine Learning, C++, AWS, Java, JavaScript","Time Management, Problem-solving, Communication, Leadership, Critical Thinking",None,"Data Scientist, Cybersecurity Analyst","Reading, Photography, Gaming, Cooking, Hiking",Visual,Online,Afternoon,None
202346568,Raelyn,Piper,Garcia,Female,2002-06-10,United States,United States,(339) 696-5194,raelyn.garcia20@gmail.com,6195 Maple Street,Miami,IL,32609,University of Illinois Urbana-Champaign,3.34,3.57,119,0,6,"PHYS101, CYBER301, CYBER301, DATA201, ML502, BIO202",22,"Java, Git, TensorFlow, Cybersecurity, Machine Learning, R, Docker, PyTorch, Deep Learning","Teamwork, Time Management, Critical Thinking, Leadership, Communication","None, Computer Vision",Cybersecurity Analyst,"Sports, Hiking, Music, Gaming",Auditory,One-on-one,Morning,"NLP, None, Data Science, Computer Vision, Machine Learning"
202269078,Jeremiah,Luca,Ortiz,Male,2001-08-24,United States,United States,(951) 486-5934,jeremiah.ortiz46@gmail.com,318 Park Road,New York,IL,21976,University of California--Los Angeles,3.24,3.75,63,50,5,"ML502, DS401, CS201, ML502, PHYS101",17,"Docker, Git, R","Problem-solving, Time Management, Teamwork, Leadership, Communication","Machine Learning, Computer Vision, NLP, Data Science","AI Researcher, Software Engineer, Data Scientist, Cybersecurity Analyst","Hiking, Cooking, Reading, Music",Kinesthetic,Small group,Afternoon,Machine Learning
202201541,Ezra,Clara,Stewart,Male,2003-05-25,United States,United States,(215) 695-2159,ezra.stewart89@gmail.com,"6875 Main Street, Apt 28",Seattle,TX,41715,Purdue University,2.6,3.52,42,77,4,"PHYS101, AI501, PSY101, MATH101",14,"SQL, Git, Deep Learning, Python, TensorFlow, Pandas, JavaScript","Teamwork, Communication, Critical Thinking, Time Management, Problem-solving",Machine Learning,Data Scientist,"Gaming, Music, Reading, Sports, Hiking, Photography",Auditory,Alone,Late night,"AI, None"
202417187,Eloise,Skylar,Ross,Female,2005-08-18,United States,United States,(416) 890-5630,eloise.ross1@gmail.com,8121 Sunset Drive,Atlanta,IL,57041,University of Texas at Austin,3.2,2.47; 2.05; 2.19,111,1,3,"BIO202, PHYS101, ML502",11,"R, SQL, Machine Learning, Docker, Cybersecurity, PyTorch, Java, TensorFlow","Time Management, Critical Thinking, Leadership, Teamwork, Communication, Problem-solving","Artificial Intelligence, Machine Learning, Computer Vision, None",ML Engineer,"Music, Photography",Visual,Alone,Afternoon,"Data Science, Computer Vision, AI, None"
202189720,Paisley,Madison,Gutierrez,Female,2005-11-28,United States,United States,(830) 902-6997,paisley.gutierrez46@gmail.com,6600 Sunset Street,Austin,GA,47075,Columbia University,3.99,2.62; 2.69,111,10,6,"PHYS101, AI501, DS401, MATH101, PHYS101, EE301",18,"SQL, PyTorch, Cybersecurity, R, Docker, JavaScript, Pandas","Problem-solving, Communication, Teamwork, Leadership",,"ML Engineer, Software Engineer, Cybersecurity Analyst","Reading, Sports",Reading/Writing,One-on-one,Afternoon,"Cybersecurity, AI, None, NLP"
202368178,Isla,Colton,Scott,Female,2001-10-03,United States,United States,(766) 460-3478,isla.scott45@gmail.com,3013 Hill Street,Denver,WA,23000,University of Pennsylvania,2.56,2.51; 2.37; 3.16; 2.81,72,44,6,"PHYS101, ECON101, DATA201, CYBER301, ML502, PHYS101",20,"Java, Cybersecurity, AWS, Docker, SQL, C++, TensorFlow, JavaScript","Time Management, Communication, Leadership",,"Data Scientist, Cybersecurity Analyst","Music, Reading, Gaming, Sports",Visual,Online,Morning,"AI, Cybersecurity, NLP, Computer Vision, Machine Learning"
202052421,Cooper,Matthew,Brooks,Male,2005-12-06,United States,United States,(859) 254-4678,cooper.brooks80@gmail.com,4469 Lake Way,Atlanta,GA,34843,University of Wisconsin--Madison,2.5,3.11; 3.53; 2.27; 2.96; 2.58,145,0,6,"ML502, DATA201, CS101, PSY101, ML502, MATH101",22,"Java, Git, Cybersecurity, Python, C++, AWS, Machine Learning, TensorFlow, Pandas","Problem-solving, Teamwork, Communication",,"Cybersecurity Analyst, ML Engineer, Software Engineer","Sports, Cooking, Reading, Photography, Hiking",Visual,Online,Morning,"AI, Data Science"
202421954,Everett,Layla,Foster,Male,2001-11-24,United States,United States,(593) 252-7637,everett.foster35@gmail.com,6919 Cedar Street,Miami,WA,77430,Stanford University,3.91,None,130,0,3,"EE301, BIO202, MATH101",11,"R, Deep Learning, AWS, PyTorch, Machine Learning, Pandas, SQL","Communication, Leadership, Critical Thinking, Time Management, Teamwork","NLP, Computer Vision","AI Researcher, ML Engineer, Software Engineer, Data Scientist","Hiking, Sports, Photography, Reading, Music, Gaming",Kinesthetic,Small group,Late night,"Data Science, None, Machine Learning, AI"
202001357,Eliana,Jayden,Green,Female,2002-01-12,United States,United States,(495) 576-7169,eliana.green65@gmail.com,7737 Lake Avenue,Los Angeles,TX,59788,Johns Hopkins University,3.92,None,120,6,5,"DS401, BIO202, AI501, ECON101, DATA201",19,"Pandas, AWS, C++, Git, JavaScript, SQL, Machine Learning, TensorFlow, Java","Communication, Time Management, Leadership, Critical Thinking","NLP, Data Science, Artificial Intelligence, Computer Vision","Data Scientist, AI Researcher, Software Engineer","Music, Gaming, Photography",Auditory,One-on-one,Late night,NLP
202455849,Sebastian,Alexander,Watson,Male,2001-02-12,United States,United States,(766) 824-6658,sebastian.watson20@gmail.com,"9088 Elm Drive, Apt 129",Boston,TX,64116,Johns Hopkins University,2.49,3.57; 2.94; 3.6; 2.14; 3.46,47,78,5,"PSY101, EE301, BIO202, PHYS101, PHYS101",16,"Pandas, PyTorch, Machine Learning, Docker, SQL, AWS, Python","Critical Thinking, Leadership, Time Management, Communication","Machine Learning, None","ML Engineer, AI Researcher, Cybersecurity Analyst","Cooking, Music, Gaming, Photography",Kinesthetic,Online,Morning,"Cybersecurity, NLP, AI, Data Science"
